workflow,model_family,strategy,variant_index,cost,gamma,un,ov,prec,rec,F1
mc.svm_SMOTET112,svm,SMOTET,112.0,10.0,0.001,0.05,10.0,0.456782278713374,0.523023111316541,0.48288743451463
mc.svm_SMOTET113,svm,SMOTET,113.0,150.0,0.001,0.05,10.0,0.438217135703552,0.575704521825182,0.508597281432844
mc.svm_SMOTET114,svm,SMOTET,114.0,300.0,0.001,0.05,10.0,0.429051958152871,0.58014648333714,0.497496636126634
mc.svm_SMOTET115,svm,SMOTET,115.0,10.0,0.01,0.1,10.0,0.424040946473674,0.573656945505162,0.491523568732009
mc.svm_SMOTET116,svm,SMOTET,116.0,150.0,0.01,0.1,10.0,0.385489259601141,0.515821245139364,0.446580210345201
mc.svm_SMOTET117,svm,SMOTET,117.0,300.0,0.01,0.1,10.0,0.374541192389664,0.508937675378152,0.431875616488176
mc.svm_SMOTET118,svm,SMOTET,118.0,10.0,0.001,0.1,10.0,0.455310014724923,0.526866225292944,0.479482785435812
mc.svm_SMOTET119,svm,SMOTET,119.0,150.0,0.001,0.1,10.0,0.443661633431901,0.580142273650362,0.507495857253865
mc.svm_SMOTET120,svm,SMOTET,120.0,300.0,0.001,0.1,10.0,0.424400356604918,0.585430080357065,0.49648650487323
mc.svm_SMOTET121,svm,SMOTET,121.0,10.0,0.01,0.2,10.0,0.432712983554614,0.590303243915886,0.497481993738748
mc.svm_SMOTET122,svm,SMOTET,122.0,150.0,0.01,0.2,10.0,0.393312451129181,0.551086831040593,0.462516490486716
mc.svm_SMOTET123,svm,SMOTET,123.0,300.0,0.01,0.2,10.0,0.379970939236904,0.524488489230737,0.452185452674166
mc.svm_SMOTET124,svm,SMOTET,124.0,10.0,0.001,0.2,10.0,0.460885346376708,0.530656338774761,0.487002027463943
mc.svm_SMOTET125,svm,SMOTET,125.0,150.0,0.001,0.2,10.0,0.446702629121753,0.579228581117903,0.505212577263183
mc.svm_SMOTET126,svm,SMOTET,126.0,300.0,0.001,0.2,10.0,0.436548729651979,0.589824491497026,0.49980270653963
mc.svm_SMOTET127,svm,SMOTET,127.0,10.0,0.01,0.4,10.0,0.449396371011742,0.574393211129811,0.512654039919458
mc.svm_SMOTET128,svm,SMOTET,128.0,150.0,0.01,0.4,10.0,0.404032573321532,0.542375898506429,0.457851640648765
mc.svm_SMOTET129,svm,SMOTET,129.0,300.0,0.01,0.4,10.0,0.389703641850897,0.526937337775756,0.441675044737707
mc.svm_SMOTET130,svm,SMOTET,130.0,10.0,0.001,0.4,10.0,0.467579114639901,0.527433691720179,0.48589073236848
mc.svm_SMOTET131,svm,SMOTET,131.0,150.0,0.001,0.4,10.0,0.456477562634032,0.572861544302235,0.506792687583036
mc.svm_SMOTET132,svm,SMOTET,132.0,300.0,0.001,0.4,10.0,0.445722749565346,0.576334062116908,0.509765733549176
mc.svm_SMOTET133,svm,SMOTET,133.0,10.0,0.01,0.6,10.0,0.449041975392756,0.561724664553947,0.494233473067385
mc.svm_SMOTET134,svm,SMOTET,134.0,150.0,0.01,0.6,10.0,0.417064413532921,0.553507492778672,0.467167007436595
mc.svm_SMOTET135,svm,SMOTET,135.0,300.0,0.01,0.6,10.0,0.407412834798608,0.538783298353581,0.460148560429941
mc.svm_SMOTET136,svm,SMOTET,136.0,10.0,0.001,0.6,10.0,0.468054276416452,0.522140184528159,0.486898592338428
mc.svm_SMOTET137,svm,SMOTET,137.0,150.0,0.001,0.6,10.0,0.458153543270607,0.557400204212364,0.504977755292787
mc.svm_SMOTET138,svm,SMOTET,138.0,300.0,0.001,0.6,10.0,0.445189712320553,0.557728542984524,0.488834012211597
mc.svm_SMOTET139,svm,SMOTET,139.0,10.0,0.01,0.8,10.0,0.458077204399917,0.545108700840409,0.49573489783232
mc.svm_SMOTET140,svm,SMOTET,140.0,150.0,0.01,0.8,10.0,0.425458449056447,0.536597365681351,0.461528160548844
mc.svm_SMOTET141,svm,SMOTET,141.0,300.0,0.01,0.8,10.0,0.411327449258884,0.53863684046997,0.458265459928612
mc.svm_SMOTET142,svm,SMOTET,142.0,10.0,0.001,0.8,10.0,0.467651831521725,0.515536763858843,0.480547764184505
mc.svm_SMOTET143,svm,SMOTET,143.0,150.0,0.001,0.8,10.0,0.467915590146224,0.544753573735358,0.50709731485444
mc.svm_SMOTET144,svm,SMOTET,144.0,300.0,0.001,0.8,10.0,0.461818324034636,0.547784211848029,0.505004732170336
mc.svm_SMOTETPhi1,svm,SMOTETPhi,1.0,10.0,0.01,0.05,2.0,0.454702360588785,0.545218036036739,0.497567117928437
mc.svm_SMOTETPhi2,svm,SMOTETPhi,2.0,150.0,0.01,0.05,2.0,0.417299043872028,0.562071506815116,0.481853094764209
mc.svm_SMOTETPhi3,svm,SMOTETPhi,3.0,300.0,0.01,0.05,2.0,0.395302478140942,0.54900303591337,0.460388521330619
mc.svm_SMOTETPhi4,svm,SMOTETPhi,4.0,10.0,0.001,0.05,2.0,0.461071009138049,0.479360722014132,0.462226901772777
mc.svm_SMOTETPhi5,svm,SMOTETPhi,5.0,150.0,0.001,0.05,2.0,0.46035504018866,0.525790898167803,0.48798440799449
mc.svm_SMOTETPhi6,svm,SMOTETPhi,6.0,300.0,0.001,0.05,2.0,0.462752085595788,0.539053935862091,0.492810454892695
mc.svm_SMOTETPhi7,svm,SMOTETPhi,7.0,10.0,0.01,0.1,2.0,0.458703528394415,0.555921883499831,0.498357511663058
mc.svm_SMOTETPhi8,svm,SMOTETPhi,8.0,150.0,0.01,0.1,2.0,0.413886022847324,0.563809631424464,0.472596076514752
mc.svm_SMOTETPhi9,svm,SMOTETPhi,9.0,300.0,0.01,0.1,2.0,0.395624916027896,0.542671902303213,0.454221226632875
mc.svm_SMOTETPhi10,svm,SMOTETPhi,10.0,10.0,0.001,0.1,2.0,0.485332923048376,0.486350866941565,0.479344221678154
mc.svm_SMOTETPhi11,svm,SMOTETPhi,11.0,150.0,0.001,0.1,2.0,0.46873373371507,0.538860829061506,0.497289679481919
mc.svm_SMOTETPhi12,svm,SMOTETPhi,12.0,300.0,0.001,0.1,2.0,0.460018623524367,0.548536741477473,0.495065266583668
mc.svm_SMOTETPhi13,svm,SMOTETPhi,13.0,10.0,0.01,0.2,2.0,0.474985455740823,0.53435338881431,0.504621749120866
mc.svm_SMOTETPhi14,svm,SMOTETPhi,14.0,150.0,0.01,0.2,2.0,0.445009925407142,0.563684415161116,0.488612954383331
mc.svm_SMOTETPhi15,svm,SMOTETPhi,15.0,300.0,0.01,0.2,2.0,0.428113935086485,0.559474157543962,0.478324837982
mc.svm_SMOTETPhi16,svm,SMOTETPhi,16.0,10.0,0.001,0.2,2.0,0.497249328101497,0.475791611283687,0.47593904626123
mc.svm_SMOTETPhi17,svm,SMOTETPhi,17.0,150.0,0.001,0.2,2.0,0.476808222202864,0.519060541317797,0.485418854354645
mc.svm_SMOTETPhi18,svm,SMOTETPhi,18.0,300.0,0.001,0.2,2.0,0.473419896913158,0.529742807163628,0.498789434068843
mc.svm_SMOTETPhi19,svm,SMOTETPhi,19.0,10.0,0.01,0.4,2.0,0.490109784087386,0.535698141499673,0.51349744720534
mc.svm_SMOTETPhi20,svm,SMOTETPhi,20.0,150.0,0.01,0.4,2.0,0.461108626008692,0.545202635834129,0.497472619687292
mc.svm_SMOTETPhi21,svm,SMOTETPhi,21.0,300.0,0.01,0.4,2.0,0.446117351324847,0.545937441859805,0.49140895818144
mc.svm_SMOTETPhi22,svm,SMOTETPhi,22.0,10.0,0.001,0.4,2.0,0.496500047208041,0.486097482544539,0.477424894742266
mc.svm_SMOTETPhi23,svm,SMOTETPhi,23.0,150.0,0.001,0.4,2.0,0.494238068703489,0.528151943579915,0.5177512099879
mc.svm_SMOTETPhi24,svm,SMOTETPhi,24.0,300.0,0.001,0.4,2.0,0.48390463326639,0.53359134502087,0.507218466383993
mc.svm_SMOTETPhi25,svm,SMOTETPhi,25.0,10.0,0.01,0.6,2.0,0.477693348551768,0.507197106326353,0.49736682914946
mc.svm_SMOTETPhi26,svm,SMOTETPhi,26.0,150.0,0.01,0.6,2.0,0.426751516596823,0.543625808459932,0.472708959743357
mc.svm_SMOTETPhi27,svm,SMOTETPhi,27.0,300.0,0.01,0.6,2.0,0.421516994947892,0.55292540791247,0.473683172458546
mc.svm_SMOTETPhi28,svm,SMOTETPhi,28.0,10.0,0.001,0.6,2.0,0.509543358859326,0.470224633665417,0.489030449681989
mc.svm_SMOTETPhi29,svm,SMOTETPhi,29.0,150.0,0.001,0.6,2.0,0.492432065616317,0.502370666008871,0.499247325745599
mc.svm_SMOTETPhi30,svm,SMOTETPhi,30.0,300.0,0.001,0.6,2.0,0.486130284865472,0.504883559350874,0.491463383526295
mc.svm_SMOTETPhi31,svm,SMOTETPhi,31.0,10.0,0.01,0.8,2.0,0.504713883452534,0.507857187889424,0.506614321886571
mc.svm_SMOTETPhi32,svm,SMOTETPhi,32.0,150.0,0.01,0.8,2.0,0.449322159906902,0.543389704046025,0.491861657960793
mc.svm_SMOTETPhi33,svm,SMOTETPhi,33.0,300.0,0.01,0.8,2.0,0.429643399330624,0.544806218995318,0.476215531668808
mc.svm_SMOTETPhi34,svm,SMOTETPhi,34.0,10.0,0.001,0.8,2.0,0.531119064556112,0.468950762726484,0.496484658918132
mc.svm_SMOTETPhi35,svm,SMOTETPhi,35.0,150.0,0.001,0.8,2.0,0.509877073740448,0.495761172842502,0.510678645398596
mc.svm_SMOTETPhi36,svm,SMOTETPhi,36.0,300.0,0.001,0.8,2.0,0.486441841268242,0.500232980928782,0.493562606576298
mc.svm_SMOTETPhi37,svm,SMOTETPhi,37.0,10.0,0.01,0.05,3.0,0.445315841766438,0.556366388612098,0.493102890741937
mc.svm_SMOTETPhi38,svm,SMOTETPhi,38.0,150.0,0.01,0.05,3.0,0.404175045778747,0.561956827941937,0.469881403065403
mc.svm_SMOTETPhi39,svm,SMOTETPhi,39.0,300.0,0.01,0.05,3.0,0.383617230219264,0.540645463559938,0.45160702886542
mc.svm_SMOTETPhi40,svm,SMOTETPhi,40.0,10.0,0.001,0.05,3.0,0.46011095340749,0.487729635316154,0.469302803779376
mc.svm_SMOTETPhi41,svm,SMOTETPhi,41.0,150.0,0.001,0.05,3.0,0.459035839685699,0.545395589883704,0.496130029875299
mc.svm_SMOTETPhi42,svm,SMOTETPhi,42.0,300.0,0.001,0.05,3.0,0.445858150447681,0.555359756880921,0.494584854015232
mc.svm_SMOTETPhi43,svm,SMOTETPhi,43.0,10.0,0.01,0.1,3.0,0.461071834161516,0.54585930842597,0.503235480423438
mc.svm_SMOTETPhi44,svm,SMOTETPhi,44.0,150.0,0.01,0.1,3.0,0.414383011640529,0.566615442147704,0.48415290158836
mc.svm_SMOTETPhi45,svm,SMOTETPhi,45.0,300.0,0.01,0.1,3.0,0.392409076030987,0.562492881865223,0.459004668867253
mc.svm_SMOTETPhi46,svm,SMOTETPhi,46.0,10.0,0.001,0.1,3.0,0.474491866377023,0.491250388622259,0.470267668982285
mc.svm_SMOTETPhi47,svm,SMOTETPhi,47.0,150.0,0.001,0.1,3.0,0.45795870017163,0.540628632167842,0.492436654517649
mc.svm_SMOTETPhi48,svm,SMOTETPhi,48.0,300.0,0.001,0.1,3.0,0.459766037066795,0.549924388601762,0.505814329003455
mc.svm_SMOTETPhi49,svm,SMOTETPhi,49.0,10.0,0.01,0.2,3.0,0.452712190547277,0.559263283045256,0.495990719298784
mc.svm_SMOTETPhi50,svm,SMOTETPhi,50.0,150.0,0.01,0.2,3.0,0.438103218622097,0.552291504237165,0.486252637091349
mc.svm_SMOTETPhi51,svm,SMOTETPhi,51.0,300.0,0.01,0.2,3.0,0.421348233250588,0.546217626876406,0.460552048876159
mc.svm_SMOTETPhi52,svm,SMOTETPhi,52.0,10.0,0.001,0.2,3.0,0.48103549230962,0.496895781005374,0.483065155055375
mc.svm_SMOTETPhi53,svm,SMOTETPhi,53.0,150.0,0.001,0.2,3.0,0.469131701881439,0.54811904917492,0.497555434146695
mc.svm_SMOTETPhi54,svm,SMOTETPhi,54.0,300.0,0.001,0.2,3.0,0.458952220487429,0.559710215192247,0.500423898074875
mc.svm_SMOTETPhi55,svm,SMOTETPhi,55.0,10.0,0.01,0.4,3.0,0.476740387191104,0.5476964020845,0.506740375910969
mc.svm_SMOTETPhi56,svm,SMOTETPhi,56.0,150.0,0.01,0.4,3.0,0.451795264326026,0.547897864795945,0.497432953637637
mc.svm_SMOTETPhi57,svm,SMOTETPhi,57.0,300.0,0.01,0.4,3.0,0.445246912455245,0.544627343370304,0.484549630096125
mc.svm_SMOTETPhi58,svm,SMOTETPhi,58.0,10.0,0.001,0.4,3.0,0.499371323990288,0.489386096132202,0.489012127709752
mc.svm_SMOTETPhi59,svm,SMOTETPhi,59.0,150.0,0.001,0.4,3.0,0.469624153728907,0.539615527590942,0.497669057879221
mc.svm_SMOTETPhi60,svm,SMOTETPhi,60.0,300.0,0.001,0.4,3.0,0.473163365384009,0.5476709259173,0.510792441723828
mc.svm_SMOTETPhi61,svm,SMOTETPhi,61.0,10.0,0.01,0.6,3.0,0.471779343486301,0.526257653032496,0.490943078022983
mc.svm_SMOTETPhi62,svm,SMOTETPhi,62.0,150.0,0.01,0.6,3.0,0.460957908613046,0.553037744867203,0.503755106760113
mc.svm_SMOTETPhi63,svm,SMOTETPhi,63.0,300.0,0.01,0.6,3.0,0.43515339560451,0.555466120658882,0.484836059900399
mc.svm_SMOTETPhi64,svm,SMOTETPhi,64.0,10.0,0.001,0.6,3.0,0.506032822595162,0.485676044355691,0.479434211679879
mc.svm_SMOTETPhi65,svm,SMOTETPhi,65.0,150.0,0.001,0.6,3.0,0.481664713816865,0.519896368839706,0.494728368270643
mc.svm_SMOTETPhi66,svm,SMOTETPhi,66.0,300.0,0.001,0.6,3.0,0.471752082324225,0.525690398842318,0.503523510951935
mc.svm_SMOTETPhi67,svm,SMOTETPhi,67.0,10.0,0.01,0.8,3.0,0.470437406147604,0.522935150173591,0.495147711567606
mc.svm_SMOTETPhi68,svm,SMOTETPhi,68.0,150.0,0.01,0.8,3.0,0.443281513239463,0.552519778219608,0.486334135292514
mc.svm_SMOTETPhi69,svm,SMOTETPhi,69.0,300.0,0.01,0.8,3.0,0.438240143394175,0.559170497355211,0.476706792179587
mc.svm_SMOTETPhi70,svm,SMOTETPhi,70.0,10.0,0.001,0.8,3.0,0.517440574645153,0.480844625593634,0.49438294748909
mc.svm_SMOTETPhi71,svm,SMOTETPhi,71.0,150.0,0.001,0.8,3.0,0.47396237743799,0.515452790682449,0.488253405564224
mc.svm_SMOTETPhi72,svm,SMOTETPhi,72.0,300.0,0.001,0.8,3.0,0.457590460597773,0.518532817273313,0.486215182313923
mc.svm_SMOTETPhi73,svm,SMOTETPhi,73.0,10.0,0.01,0.05,5.0,0.430138373248658,0.571464440863106,0.495186166821131
mc.svm_SMOTETPhi74,svm,SMOTETPhi,74.0,150.0,0.01,0.05,5.0,0.387732377987782,0.540261057455271,0.449215809687282
mc.svm_SMOTETPhi75,svm,SMOTETPhi,75.0,300.0,0.01,0.05,5.0,0.369748270705605,0.507996874931511,0.427884438295096
mc.svm_SMOTETPhi76,svm,SMOTETPhi,76.0,10.0,0.001,0.05,5.0,0.45871393408118,0.508062593645288,0.476501765084855
mc.svm_SMOTETPhi77,svm,SMOTETPhi,77.0,150.0,0.001,0.05,5.0,0.455181287007365,0.566647216521007,0.511949650438441
mc.svm_SMOTETPhi78,svm,SMOTETPhi,78.0,300.0,0.001,0.05,5.0,0.440950161826422,0.574353537887018,0.5058057340195
mc.svm_SMOTETPhi79,svm,SMOTETPhi,79.0,10.0,0.01,0.1,5.0,0.443335074466262,0.572154219277634,0.500435486136899
mc.svm_SMOTETPhi80,svm,SMOTETPhi,80.0,150.0,0.01,0.1,5.0,0.410333464000058,0.575557927943128,0.469890514280832
mc.svm_SMOTETPhi81,svm,SMOTETPhi,81.0,300.0,0.01,0.1,5.0,0.387582797528959,0.544831599691205,0.453147545003847
mc.svm_SMOTETPhi82,svm,SMOTETPhi,82.0,10.0,0.001,0.1,5.0,0.455373696688803,0.505073096121846,0.478864988360176
mc.svm_SMOTETPhi83,svm,SMOTETPhi,83.0,150.0,0.001,0.1,5.0,0.451093213582477,0.56300503433625,0.503283467181375
mc.svm_SMOTETPhi84,svm,SMOTETPhi,84.0,300.0,0.001,0.1,5.0,0.449595279697934,0.571075789682379,0.500159194523022
mc.svm_SMOTETPhi85,svm,SMOTETPhi,85.0,10.0,0.01,0.2,5.0,0.440517213012742,0.572156561086962,0.49894897605373
mc.svm_SMOTETPhi86,svm,SMOTETPhi,86.0,150.0,0.01,0.2,5.0,0.417294764134711,0.5625660304366,0.479500520059828
mc.svm_SMOTETPhi87,svm,SMOTETPhi,87.0,300.0,0.01,0.2,5.0,0.403445541746783,0.550822981135609,0.466912760533995
mc.svm_SMOTETPhi88,svm,SMOTETPhi,88.0,10.0,0.001,0.2,5.0,0.490190475140794,0.511449668221816,0.48693351353957
mc.svm_SMOTETPhi89,svm,SMOTETPhi,89.0,150.0,0.001,0.2,5.0,0.47065733659341,0.564310527455266,0.509879508121964
mc.svm_SMOTETPhi90,svm,SMOTETPhi,90.0,300.0,0.001,0.2,5.0,0.455250935496343,0.572990892007973,0.509882130302271
mc.svm_SMOTETPhi91,svm,SMOTETPhi,91.0,10.0,0.01,0.4,5.0,0.463457086832224,0.561290639864826,0.507483696294381
mc.svm_SMOTETPhi92,svm,SMOTETPhi,92.0,150.0,0.01,0.4,5.0,0.438958552143569,0.56523570956293,0.48579377272084
mc.svm_SMOTETPhi93,svm,SMOTETPhi,93.0,300.0,0.01,0.4,5.0,0.41436263487818,0.556625446201651,0.477881350118263
mc.svm_SMOTETPhi94,svm,SMOTETPhi,94.0,10.0,0.001,0.4,5.0,0.495891296511785,0.511755462903979,0.492538923352299
mc.svm_SMOTETPhi95,svm,SMOTETPhi,95.0,150.0,0.001,0.4,5.0,0.473584652554716,0.561381179902566,0.518287425005734
mc.svm_SMOTETPhi96,svm,SMOTETPhi,96.0,300.0,0.001,0.4,5.0,0.467956834544997,0.570622275904683,0.514328408041401
mc.svm_SMOTETPhi97,svm,SMOTETPhi,97.0,10.0,0.01,0.6,5.0,0.463182859232145,0.546823878118734,0.500315093194653
mc.svm_SMOTETPhi98,svm,SMOTETPhi,98.0,150.0,0.01,0.6,5.0,0.444767813228045,0.56240997325876,0.486659070909697
mc.svm_SMOTETPhi99,svm,SMOTETPhi,99.0,300.0,0.01,0.6,5.0,0.43931007145726,0.564431348721279,0.481308762520635
mc.svm_SMOTETPhi100,svm,SMOTETPhi,100.0,10.0,0.001,0.6,5.0,0.480929727947212,0.505583652239658,0.486384934889542
mc.svm_SMOTETPhi101,svm,SMOTETPhi,101.0,150.0,0.001,0.6,5.0,0.469633511645453,0.546267656789723,0.505745642328149
mc.svm_SMOTETPhi102,svm,SMOTETPhi,102.0,300.0,0.001,0.6,5.0,0.470386093837575,0.549866286822234,0.512955566060315
mc.svm_SMOTETPhi103,svm,SMOTETPhi,103.0,10.0,0.01,0.8,5.0,0.471617162108242,0.540439496841122,0.503070142058476
mc.svm_SMOTETPhi104,svm,SMOTETPhi,104.0,150.0,0.01,0.8,5.0,0.453639566268085,0.553044341084598,0.491832223473002
mc.svm_SMOTETPhi105,svm,SMOTETPhi,105.0,300.0,0.01,0.8,5.0,0.421020317426996,0.555686713877763,0.46319407700099
mc.svm_SMOTETPhi106,svm,SMOTETPhi,106.0,10.0,0.001,0.8,5.0,0.48721777027094,0.500685814759162,0.488004446185025
mc.svm_SMOTETPhi107,svm,SMOTETPhi,107.0,150.0,0.001,0.8,5.0,0.473576070874576,0.548148123317093,0.516631148877904
mc.svm_SMOTETPhi108,svm,SMOTETPhi,108.0,300.0,0.001,0.8,5.0,0.472645160005701,0.550169535576076,0.511582466641376
mc.svm_SMOTETPhi109,svm,SMOTETPhi,109.0,10.0,0.01,0.05,10.0,0.428506068525985,0.573782217564466,0.494410634891206
mc.svm_SMOTETPhi110,svm,SMOTETPhi,110.0,150.0,0.01,0.05,10.0,0.373692730678696,0.523232386234636,0.44668432118533
mc.svm_SMOTETPhi111,svm,SMOTETPhi,111.0,300.0,0.01,0.05,10.0,0.354544232611412,0.514684485504343,0.435299141992626
mc.svm_SMOTETPhi112,svm,SMOTETPhi,112.0,10.0,0.001,0.05,10.0,0.456956118686794,0.527687433657362,0.48420633899052
mc.svm_SMOTETPhi113,svm,SMOTETPhi,113.0,150.0,0.001,0.05,10.0,0.438031434309875,0.579370976782092,0.503779065818562
mc.svm_SMOTETPhi114,svm,SMOTETPhi,114.0,300.0,0.001,0.05,10.0,0.433786474899816,0.585307852189811,0.506301903982653
mc.svm_SMOTETPhi115,svm,SMOTETPhi,115.0,10.0,0.01,0.1,10.0,0.426205557637269,0.580724577761108,0.491565508101119
mc.svm_SMOTETPhi116,svm,SMOTETPhi,116.0,150.0,0.01,0.1,10.0,0.382657270940667,0.524776033011676,0.455566600674132
mc.svm_SMOTETPhi117,svm,SMOTETPhi,117.0,300.0,0.01,0.1,10.0,0.375303896976091,0.498944006187222,0.430600366591478
mc.svm_SMOTETPhi118,svm,SMOTETPhi,118.0,10.0,0.001,0.1,10.0,0.451953184277788,0.529447618848903,0.479055854584185
mc.svm_SMOTETPhi119,svm,SMOTETPhi,119.0,150.0,0.001,0.1,10.0,0.439177871795744,0.5866541491455,0.503574644412481
mc.svm_SMOTETPhi120,svm,SMOTETPhi,120.0,300.0,0.001,0.1,10.0,0.435216340752252,0.590837364406108,0.50455654866185
mc.svm_SMOTETPhi121,svm,SMOTETPhi,121.0,10.0,0.01,0.2,10.0,0.430667227916547,0.579014423969807,0.492465563224947
mc.svm_SMOTETPhi122,svm,SMOTETPhi,122.0,150.0,0.01,0.2,10.0,0.393485332478683,0.567848914478521,0.466495217924298
mc.svm_SMOTETPhi123,svm,SMOTETPhi,123.0,300.0,0.01,0.2,10.0,0.380944971202135,0.562406402622955,0.452107989872168
mc.svm_SMOTETPhi124,svm,SMOTETPhi,124.0,10.0,0.001,0.2,10.0,0.458136222174248,0.528510492875105,0.48156366686764
mc.svm_SMOTETPhi125,svm,SMOTETPhi,125.0,150.0,0.001,0.2,10.0,0.4435660022583,0.580347340593068,0.504691579998618
mc.svm_SMOTETPhi126,svm,SMOTETPhi,126.0,300.0,0.001,0.2,10.0,0.438408585256021,0.585920781869141,0.505525053193551
mc.svm_SMOTETPhi127,svm,SMOTETPhi,127.0,10.0,0.01,0.4,10.0,0.440767896753223,0.566819481915869,0.494534214941654
mc.svm_SMOTETPhi128,svm,SMOTETPhi,128.0,150.0,0.01,0.4,10.0,0.409946208620914,0.558522589016021,0.470075267083031
mc.svm_SMOTETPhi129,svm,SMOTETPhi,129.0,300.0,0.01,0.4,10.0,0.388013103499953,0.542753469516264,0.446335118789198
mc.svm_SMOTETPhi130,svm,SMOTETPhi,130.0,10.0,0.001,0.4,10.0,0.467620755278765,0.526543997858402,0.485166488190002
mc.svm_SMOTETPhi131,svm,SMOTETPhi,131.0,150.0,0.001,0.4,10.0,0.448222046530179,0.57402989763198,0.499042945718019
mc.svm_SMOTETPhi132,svm,SMOTETPhi,132.0,300.0,0.001,0.4,10.0,0.447421934893143,0.578962073559132,0.501460264712188
mc.svm_SMOTETPhi133,svm,SMOTETPhi,133.0,10.0,0.01,0.6,10.0,0.450054245702564,0.572640106026254,0.50084544760686
mc.svm_SMOTETPhi134,svm,SMOTETPhi,134.0,150.0,0.01,0.6,10.0,0.41250863962602,0.557735400177384,0.466195542359179
mc.svm_SMOTETPhi135,svm,SMOTETPhi,135.0,300.0,0.01,0.6,10.0,0.393387429929269,0.551050408950773,0.453360590194759
mc.svm_SMOTETPhi136,svm,SMOTETPhi,136.0,10.0,0.001,0.6,10.0,0.462200570959486,0.527775846366824,0.490405687064041
mc.svm_SMOTETPhi137,svm,SMOTETPhi,137.0,150.0,0.001,0.6,10.0,0.455111101572274,0.573469565437782,0.515273313062732
mc.svm_SMOTETPhi138,svm,SMOTETPhi,138.0,300.0,0.001,0.6,10.0,0.445849232308669,0.57602662237089,0.503235032412323
mc.svm_SMOTETPhi139,svm,SMOTETPhi,139.0,10.0,0.01,0.8,10.0,0.459928679475039,0.563572686140619,0.50514515428001
mc.svm_SMOTETPhi140,svm,SMOTETPhi,140.0,150.0,0.01,0.8,10.0,0.422557133302416,0.547087757576832,0.462135381970433
mc.svm_SMOTETPhi141,svm,SMOTETPhi,141.0,300.0,0.01,0.8,10.0,0.403802698489829,0.546822385255358,0.448223428311977
mc.svm_SMOTETPhi142,svm,SMOTETPhi,142.0,10.0,0.001,0.8,10.0,0.472044068349331,0.521589714523413,0.49228381344344
mc.svm_SMOTETPhi143,svm,SMOTETPhi,143.0,150.0,0.001,0.8,10.0,0.459252332103727,0.56129058647686,0.501120739903
mc.svm_SMOTETPhi144,svm,SMOTETPhi,144.0,300.0,0.001,0.8,10.0,0.455729577740451,0.563003417350309,0.504470047330849
